HARGA,LT,LB,JKT,JKM,KOTA
18000000000,677,450,4,3,JAKSEL
15000000000,415,150,3,2,JAKSEL
9500000000,350,460,6,5,JAKSEL
25500000000,1020,816,5,3,JAKSEL
16000000000,1095,450,3,4,JAKSEL
15000000000,940,320,2,2,JAKSEL
22000000000,824,600,7,4,JAKSEL
6900000000,243,260,4,4,JAKSEL
20000000000,429,499,4,4,JAKSEL
45000000000,1466,900,9,9,JAKSEL
60000000000,2360,542,6,8,JAKSEL
10800000000,472,650,6,3,JAKSEL
56000000000,1470,2000,7,7,JAKSEL
14400000000,474,455,3,4,JAKSEL
60000000000,2630,542,6,8,JAKSEL
9500000000,278,400,3,2,JAKSEL
19000000000,430,500,4,5,JAKSEL
40000000000,973,1100,4,4,JAKSEL
175230000000,4574,4271,4,4,JAKSEL
19500000000,834,780,6,3,JAKSEL
17000000000,392,450,4,4,JAKSEL
16000000000,1095,450,3,4,JAKSEL
13000000000,407,850,4,4,JAKSEL
21000000000,817,500,4,3,JAKSEL
19000000000,800,500,5,4,JAKSEL
1880000000,90,135,3,3,JAKSEL
5100000000,140,250,3,2,JAKSEL
12000000000,572,432,5,6,JAKSEL
8000000000,350,350,5,5,JAKSEL
17000000000,389,450,7,4,JAKSEL
49000000000,943,600,7,4,JAKSEL
6000000000,144,250,4,3,JAKSEL
12000000000,230,300,5,4,JAKSEL
17000000000,470,660,4,4,JAKSEL
10500000000,220,325,4,3,JAKSEL
950000000,50,80,3,2,JAKSEL
9500000000,462,350,3,3,JAKSEL
19000000000,358,500,4,5,JAKSEL
25500000000,1020,816,4,4,JAKSEL
2800000000,70,125,3,3,JAKSEL
18500000000,358,500,4,4,JAKSEL
22000000000,780,580,4,4,JAKSEL
5500000000,150,210,4,4,JAKSEL
10500000000,500,700,4,4,JAKSEL
17000000000,465,640,4,5,JAKSEL
5680000000,151,245,3,3,JAKSEL
15000000000,400,800,4,4,JAKSEL
13500000000,615,500,4,5,JAKSEL
4800000000,200,260,5,7,JAKSEL
14000000000,350,250,3,3,JAKSEL
19000000000,520,500,5,5,JAKSEL
17000000000,389,450,4,4,JAKSEL
13500000000,1034,900,6,5,JAKSEL
8500000000,307,400,7,6,JAKSEL
9500000000,458,300,5,4,JAKSEL
40000000000,1050,800,27,21,JAKSEL
18000000000,900,500,4,4,JAKSEL
6700000000,285,258,4,4,JAKSEL
37500000000,680,1250,6,5,JAKSEL
26000000000,600,450,4,4,JAKSEL
15000000000,500,1000,5,5,JAKSEL
33000000000,585,900,7,6,JAKSEL
8500000000,250,300,4,4,JAKSEL
22000000000,900,1800,4,3,JAKSEL
7900000000,220,300,3,3,JAKSEL
11160000000,248,333,4,4,JAKSEL
19500000000,443,450,5,3,JAKSEL
10000000000,475,600,5,5,JAKSEL
1100000000,59,80,3,2,JAKSEL
7190000000,207,245,3,3,JAKSEL
9000000000,200,300,5,4,JAKSEL
5700000000,144,325,3,3,JAKSEL
36000000000,1300,850,5,4,JAKSEL
17000000000,663,530,5,4,JAKSEL
23000000000,650,600,5,5,JAKSEL
1140000000,60,60,3,2,JAKSEL
12500000000,512,350,3,3,JAKSEL
16000000000,587,350,4,3,JAKSEL
5800000000,144,285,4,3,JAKSEL
17000000000,536,900,7,2,JAKSEL
14000000000,464,360,4,3,JAKSEL
17500000000,518,450,5,7,JAKSEL
26000000000,900,500,7,4,JAKSEL
11500000000,547,500,4,3,JAKSEL
19000000000,800,500,5,3,JAKSEL
19000000000,800,500,5,4,JAKSEL
3600000000,164,150,4,4,JAKSEL
5300000000,90,205,3,3,JAKSEL
11000000000,436,300,6,5,JAKSEL
6620000000,135,225,5,4,JAKSEL
5500000000,164,240,4,3,JAKSEL
19800000000,1039,430,5,4,JAKSEL
40000000000,1752,712,3,4,JAKSEL
10000000000,395,450,5,5,JAKSEL
6500000000,124,300,3,3,JAKSEL
6800000000,145,330,4,1,JAKSEL
9000000000,450,700,4,4,JAKSEL
4500000000,240,355,4,3,JAKSEL
24500000000,876,600,8,5,JAKSEL
5800000000,144,325,3,3,JAKSEL
10500000000,500,700,4,4,JAKSEL
15500000000,440,350,6,4,JAKSEL
7000000000,272,310,5,3,JAKSEL
14500000000,600,643,5,5,JAKSEL
5500000000,150,210,4,4,JAKSEL
17000000000,670,800,5,5,JAKSEL
18500000000,443,450,5,5,JAKSEL
4400000000,236,158,6,4,JAKSEL
14000000000,460,400,4,3,JAKSEL
19800000000,1039,430,5,3,JAKSEL
6800000000,253,380,4,3,JAKSEL
14000000000,460,400,4,4,JAKSEL
9550000000,251,288,3,4,JAKSEL
4600000000,123,190,3,3,JAKSEL
19000000000,358,500,5,5,JAKSEL
5800000000,128,148,3,3,JAKSEL
7000000000,291,210,4,3,JAKSEL
21500000000,788,400,4,3,JAKSEL
38000000000,900,422,4,3,JAKSEL
5900000000,160,176,4,3,JAKSEL
15000000000,600,450,5,4,JAKSEL
14900000000,700,500,4,3,JAKSEL
16000000000,587,350,4,3,JAKSEL
21000000000,1180,550,5,4,JAKSEL
9500000000,330,450,5,2,JAKSEL
8500000000,400,280,3,3,JAKSEL
14000000000,580,500,6,4,JAKSEL
26000000000,600,450,4,4,JAKSEL
13000000000,330,430,5,4,JAKSEL
8600000000,246,350,3,3,JAKSEL
7000000000,194,229,5,4,JAKSEL
18000000000,800,600,5,5,JAKSEL
5500000000,214,245,4,2,JAKSEL
43000000000,1000,600,27,27,JAKSEL
13500000000,250,350,5,4,JAKSEL
36000000000,1300,850,5,5,JAKSEL
4500000000,235,300,4,4,JAKSEL
18500000000,1000,700,4,3,JAKSEL
21500000000,603,400,4,1,JAKSEL
21000000000,358,500,4,5,JAKSEL
24000000000,450,1320,5,3,JAKSEL
15000000000,225,425,5,4,JAKSEL
21600000000,800,500,4,2,JAKSEL
12000000000,477,970,5,4,JAKSEL
5000000000,185,255,4,4,JAKSEL
7700000000,188,300,3,3,JAKSEL
8700000000,246,350,3,3,JAKSEL
5200000000,464,400,5,5,JAKSEL
30000000000,1017,500,5,3,JAKSEL
4500000000,258,150,2,2,JAKSEL
30000000000,1500,600,7,7,JAKSEL
28000000000,1100,800,5,4,JAKSEL
14200000000,474,455,3,3,JAKSEL
29000000000,1019,800,6,4,JAKSEL
6900000000,389,400,4,3,JAKSEL
21900000000,377,266,4,3,JAKSEL
14500000000,212,363,3,4,JAKSEL
5300000000,129,148,3,3,JAKSEL
7900000000,181,330,3,4,JAKSEL
4500000000,151,200,4,4,JAKSEL
17000000000,500,600,4,3,JAKSEL
14500000000,240,450,4,4,JAKSEL
20000000000,1040,600,4,3,JAKSEL
5900000000,160,176,4,3,JAKSEL
20000000000,1026,750,6,4,JAKSEL
2500000000,94,180,4,4,JAKSEL
18500000000,421,450,4,3,JAKSEL
20000000000,472,650,4,3,JAKSEL
6500000000,295,300,4,4,JAKSEL
5000000000,225,245,3,3,JAKSEL
17000000000,465,640,4,4,JAKSEL
15000000000,500,600,5,5,JAKSEL
10000000000,246,350,3,3,JAKSEL
18000000000,700,500,5,4,JAKSEL
36000000000,1147,900,5,6,JAKSEL
35500000000,500,525,4,4,JAKSEL
5250000000,190,320,4,3,JAKSEL
13500000000,330,520,3,2,JAKSEL
10700000000,604,550,5,5,JAKSEL
18000000000,415,470,5,4,JAKSEL
21000000000,817,500,4,4,JAKSEL
10000000000,227,400,4,3,JAKSEL
6500000000,215,320,4,3,JAKSEL
4700000000,260,280,6,4,JAKSEL
17500000000,518,450,5,7,JAKSEL
19750000000,500,536,5,5,JAKSEL
30000000000,317,450,4,4,JAKSEL
15000000000,585,300,4,2,JAKSEL
25000000000,1050,1000,4,4,JAKSEL
11100000000,230,568,4,4,JAKSEL
20000000000,780,500,4,3,JAKSEL
5300000000,330,250,10,4,JAKSEL
39000000000,973,1000,4,4,JAKSEL
38000000000,1180,800,8,9,JAKSEL
18000000000,216,384,4,4,JAKSEL
23000000000,558,563,8,6,JAKSEL
26000000000,1083,1200,6,6,JAKSEL
23000000000,693,474,5,4,JAKSEL
4750000000,161,250,4,2,JAKSEL
15900000000,400,500,4,5,JAKSEL
5500000000,230,300,3,3,JAKSEL
9000000000,159,380,3,3,JAKSEL
19000000000,817,600,5,4,JAKSEL
22600000000,754,500,4,4,JAKSEL
33000000000,585,900,7,6,JAKSEL
12000000000,600,500,4,3,JAKSEL
15000000000,385,500,4,5,JAKSEL
17500000000,518,450,5,7,JAKSEL
1870000000,22,90,3,2,JAKSEL
17500000000,800,800,5,5,JAKSEL
5800000000,144,285,4,3,JAKSEL
39000000000,450,650,7,5,JAKSEL
6500000000,399,350,4,3,JAKSEL
12000000000,615,450,4,4,JAKSEL
8800000000,527,600,3,3,JAKSEL
7730000000,225,245,3,3,JAKSEL
500000000,60,60,2,1,JAKSEL
14400000000,474,450,4,3,JAKSEL
16000000000,407,575,5,4,JAKSEL
40000000000,973,1100,4,4,JAKSEL
11000000000,180,415,4,5,JAKSEL
5500000000,144,325,3,4,JAKSEL
16000000000,350,600,4,4,JAKSEL
21000000000,1042,550,7,6,JAKSEL
11200000000,246,345,6,5,JAKSEL
5500000000,214,245,5,3,JAKSEL
6500000000,250,214,4,3,JAKSEL
16500000000,472,650,4,3,JAKSEL
10500000000,230,300,10,10,JAKSEL
10000000000,227,400,6,4,JAKSEL
10500000000,876,700,7,4,JAKSEL
15000000000,400,450,5,4,JAKSEL
8950000000,246,340,6,3,JAKSEL
22000000000,1000,800,5,4,JAKSEL
6800000000,133,331,4,3,JAKSEL
5200000000,347,300,5,4,JAKSEL
20000000000,450,550,5,2,JAKSEL
26000000000,700,887,4,5,JAKSEL
15500000000,450,400,4,4,JAKSEL
6900000000,625,500,4,4,JAKSEL
2750000000,130,175,3,3,JAKSEL
22000000000,455,570,4,5,JAKSEL
9550000000,251,288,4,3,JAKSEL
15000000000,520,500,4,4,JAKSEL
15000000000,1055,650,8,5,JAKSEL
39000000000,973,1100,4,4,JAKSEL
17500000000,518,450,5,7,JAKSEL
28000000000,1020,816,5,3,JAKSEL
4650000000,124,220,4,3,JAKSEL
6800000000,389,200,4,3,JAKSEL
5900000000,214,245,5,3,JAKSEL
14500000000,648,400,8,6,JAKSEL
36000000000,1300,850,6,4,JAKSEL
19500000000,520,500,5,4,JAKSEL
5000000000,300,200,5,4,JAKSEL
11100000000,282,383,4,2,JAKSEL
14000000000,718,400,2,2,JAKSEL
4950000000,135,250,3,4,JAKSEL
8500000000,246,221,4,4,JAKSEL
4700000000,110,250,4,3,JAKSEL
14400000000,451,320,5,4,JAKSEL
85000000000,1175,1700,5,6,JAKSEL
6700000000,190,250,4,3,JAKSEL
4400000000,201,300,4,3,JAKSEL
6800000000,212,170,3,2,JAKSEL
5800000000,150,171,3,3,JAKSEL
14850000000,539,610,4,4,JAKSEL
11000000000,180,420,4,5,JAKSEL
17000000000,392,400,4,4,JAKSEL
8250000000,174,220,3,3,JAKSEL
8000000000,352,200,4,2,JAKSEL
16000000000,407,500,4,4,JAKSEL
5400000000,104,240,3,3,JAKSEL
14000000000,407,800,4,3,JAKSEL
25000000000,752,450,4,4,JAKSEL
19000000000,380,600,4,4,JAKSEL
1350000000,72,150,3,3,JAKSEL
3500000000,156,95,4,3,JAKSEL
14500000000,560,200,3,2,JAKSEL
3500000000,100,186,4,3,JAKSEL
2200000000,110,200,3,3,JAKSEL
15500000000,1055,500,5,3,JAKSEL
1300000000,65,108,3,2,JAKSEL
1200000000,69,75,3,1,JAKSEL
1310000000,51,60,2,2,JAKSEL
2400000000,127,180,5,5,JAKSEL
5500000000,234,115,2,2,JAKSEL
15000000000,500,550,5,5,JAKSEL
35500000000,1500,1000,6,6,JAKSEL
3800000000,220,220,3,3,JAKSEL
4970000000,154,300,6,4,JAKSEL
10500000000,202,600,3,3,JAKSEL
680000000,50,60,3,2,JAKSEL
2570000000,107,120,3,3,JAKSEL
14000000000,949,800,5,4,JAKSEL
4600000000,201,350,4,3,JAKSEL
4200000000,109,188,3,3,JAKSEL
13500000000,465,365,5,5,JAKSEL
700000000,60,52,3,2,JAKSEL
1650000000,78,105,3,3,JAKSEL
1300000000,86,135,3,2,JAKSEL
80000000000,800,2000,7,6,JAKSEL
11750000000,340,419,4,4,JAKSEL
14900000000,291,400,4,4,JAKSEL
57000000000,550,1200,5,5,JAKSEL
1350000000,69,100,3,3,JAKSEL
555000000,32,38,2,2,JAKSEL
1200000000,60,70,3,2,JAKSEL
2990000000,123,160,4,3,JAKSEL
7500000000,150,350,3,3,JAKSEL
4200000000,85,190,3,3,JAKSEL
25000000000,850,530,6,4,JAKSEL
1880000000,60,90,3,2,JAKSEL
5300000000,144,285,4,3,JAKSEL
1300000000,78,100,3,3,JAKSEL
700000000,60,52,3,2,JAKSEL
650000000,60,52,3,2,JAKSEL
679000000,60,50,3,2,JAKSEL
2200000000,110,200,4,4,JAKSEL
1200000000,60,70,3,2,JAKSEL
3750000000,321,220,5,5,JAKSEL
15000000000,291,400,4,3,JAKSEL
13500000000,500,640,5,5,JAKSEL
15000000000,291,400,4,4,JAKSEL
7050000000,128,315,3,3,JAKSEL
13700000000,323,400,4,3,JAKSEL
9500000000,239,436,4,4,JAKSEL
14500000000,465,841,5,4,JAKSEL
17000000000,392,500,4,4,JAKSEL
32000000000,325,600,4,4,JAKSEL
168000000000,1770,1000,5,5,JAKSEL
30000000000,345,500,4,4,JAKSEL
32000000000,430,600,4,4,JAKSEL
180000000000,1442,1000,6,5,JAKSEL
90000000000,1066,5000,8,6,JAKSEL
35000000000,2600,700,5,5,JAKSEL
23000000000,400,400,4,4,JAKSEL
75000000000,1050,1500,5,5,JAKSEL
68000000000,470,1000,5,5,JAKSEL
135000000000,850,1000,5,4,JAKSEL
165000000000,2122,1500,6,6,JAKSEL
2800000000,75,150,4,2,JAKSEL
12000000000,340,419,4,5,JAKSEL
11000000000,769,400,4,3,JAKSEL
33000000000,329,526,5,4,JAKSEL
85000000000,770,500,4,4,JAKSEL
3000000000,250,267,4,4,JAKSEL
65000000000,586,600,5,4,JAKSEL
7350000000,200,444,27,27,JAKSEL
40000000000,340,850,5,5,JAKSEL
120000000000,1050,998,5,5,JAKSEL
110000000000,1050,2500,8,5,JAKSEL
50000000000,912,600,5,4,JAKSEL
5150000000,144,285,4,3,JAKSEL
12500000000,875,578,6,5,JAKSEL
2950000000,82,145,3,3,JAKSEL
28000000000,490,500,5,4,JAKSEL
15700000000,860,350,5,4,JAKSEL
14900000000,291,400,4,4,JAKSEL
15000000000,542,452,5,5,JAKSEL
14500000000,325,450,3,3,JAKSEL
72000000000,855,589,5,3,JAKSEL
5200000000,390,250,3,2,JAKSEL
7500000000,105,275,3,3,JAKSEL
75000000000,3000,2000,4,4,JAKSEL
8500000000,226,330,5,5,JAKSEL
12500000000,340,419,4,4,JAKSEL
6100000000,199,350,4,4,JAKSEL
1280000000,72,78,3,2,JAKSEL
30000000000,1100,800,5,6,JAKSEL
11000000000,459,500,5,5,JAKSEL
22900000000,680,850,4,4,JAKSEL
9500000000,460,550,4,5,JAKSEL
4970000000,161,300,5,3,JAKSEL
42000000000,709,500,3,4,JAKSEL
11000000000,256,350,4,4,JAKSEL
28000000000,997,800,4,5,JAKSEL
29900000000,680,650,6,6,JAKSEL
12900000000,1145,400,6,4,JAKSEL
4800000000,340,275,4,3,JAKSEL
7000000000,248,240,4,2,JAKSEL
15000000000,291,400,4,4,JAKSEL
15000000000,1148,500,4,4,JAKSEL
7300000000,385,270,3,2,JAKSEL
4200000000,151,145,4,4,JAKSEL
4500000000,203,100,4,3,JAKSEL
23200000000,400,350,4,3,JAKSEL
34000000000,525,525,4,4,JAKSEL
7500000000,149,325,5,3,JAKSEL
550000000,84,50,2,1,JAKSEL
22000000000,616,800,6,5,JAKSEL
1200000000,60,70,3,2,JAKSEL
38000000000,320,1000,5,5,JAKSEL
21000000000,560,700,5,5,JAKSEL
60000000000,610,700,4,4,JAKSEL
5800000000,126,256,3,3,JAKSEL
15500000000,216,300,6,8,JAKSEL
45000000000,483,1100,5,5,JAKSEL
2700000000,310,400,6,4,JAKSEL
1700000000,213,125,4,4,JAKSEL
3250000000,146,70,6,2,JAKSEL
7700000000,422,400,4,4,JAKSEL
19700000000,903,600,3,3,JAKSEL
1750000000,133,140,3,3,JAKSEL
6750000000,350,200,3,2,JAKSEL
30000000000,3000,500,4,4,JAKSEL
23000000000,348,468,4,4,JAKSEL
5000000000,212,195,4,3,JAKSEL
55000000000,4035,1500,6,6,JAKSEL
4800000000,290,240,4,3,JAKSEL
430000000,25,40,2,2,JAKSEL
4900000000,130,320,3,2,JAKSEL
15000000000,290,400,4,3,JAKSEL
28000000000,404,837,4,4,JAKSEL
13000000000,616,600,5,4,JAKSEL
15500000000,480,600,22,10,JAKSEL
10500000000,1000,476,5,5,JAKSEL
6500000000,250,280,3,2,JAKSEL
4050000000,468,500,5,4,JAKSEL
9000000000,355,400,6,5,JAKSEL
5900000000,403,200,4,3,JAKSEL
6500000000,400,300,4,4,JAKSEL
8500000000,540,450,5,4,JAKSEL
32000000000,325,600,4,8,JAKSEL
21000000000,250,400,3,3,JAKSEL
18000000000,290,450,4,3,JAKSEL
8500000000,529,315,4,4,JAKSEL
2800000000,170,169,4,4,JAKSEL
28000000000,830,400,8,4,JAKSEL
2950000000,170,230,5,2,JAKSEL
7300000000,230,350,5,3,JAKSEL
11000000000,268,400,5,4,JAKSEL
5900000000,160,176,3,2,JAKSEL
8000000000,555,284,4,5,JAKSEL
4000000000,164,217,3,3,JAKSEL
1300000000,62,110,3,3,JAKSEL
1230000000,60,65,2,2,JAKSEL
1200000000,65,60,2,2,JAKSEL
38000000000,316,1000,5,5,JAKSEL
4500000000,567,300,3,2,JAKSEL
6000000000,347,120,4,3,JAKSEL
25000000000,700,1200,5,7,JAKSEL
7500000000,186,380,3,4,JAKSEL
7000000000,200,300,3,3,JAKSEL
15000000000,702,451,4,4,JAKSEL
100000000000,945,700,4,4,JAKSEL
3600000000,105,136,3,2,JAKSEL
6500000000,210,330,4,4,JAKSEL
29000000000,300,295,4,3,JAKSEL
95000000000,3300,600,5,4,JAKSEL
28000000000,404,837,4,4,JAKSEL
10500000000,507,480,6,5,JAKSEL
4970000000,154,300,5,3,JAKSEL
68000000000,814,494,5,5,JAKSEL
15000000000,291,400,7,6,JAKSEL
2480000000,120,160,4,3,JAKSEL
13500000000,380,400,5,4,JAKSEL
11000000000,378,350,4,1,JAKSEL
2190000000,111,125,3,2,JAKSEL
4350000000,105,220,3,3,JAKSEL
7800000000,206,300,4,4,JAKSEL
30000000000,458,400,4,4,JAKSEL
42000000000,630,500,5,4,JAKSEL
1800000000,111,160,4,3,JAKSEL
3900000000,360,250,5,3,JAKSEL
169000000000,2122,1024,10,5,JAKSEL
7500000000,220,305,4,4,JAKSEL
27000000000,1752,712,3,2,JAKSEL
6800000000,210,262,4,3,JAKSEL
10500000000,300,378,4,3,JAKSEL
13750000000,500,640,5,6,JAKSEL
6900000000,210,330,4,4,JAKSEL
5800000000,122,240,3,3,JAKSEL
5500000000,180,350,4,3,JAKSEL
6900000000,450,600,5,6,JAKSEL
5900000000,160,300,3,2,JAKSEL
28000000000,488,450,5,3,JAKSEL
20000000000,292,800,27,27,JAKSEL
77500000000,1148,1200,8,6,JAKSEL
3250000000,105,140,3,3,JAKSEL
1600000000,229,160,3,2,JAKSEL
15000000000,400,500,4,5,JAKSEL
25000000000,674,500,5,4,JAKSEL
2200000000,105,124,3,3,JAKSEL
6750000000,200,180,2,2,JAKSEL
3600000000,136,180,3,2,JAKSEL
1450000000,76,130,3,3,JAKSEL
6400000000,235,310,5,4,JAKSEL
1750000000,133,130,3,3,JAKSEL
6750000000,187,337,6,4,JAKSEL
85000000000,1180,1200,5,6,JAKSEL
65000000000,472,1200,5,5,JAKSEL
21000000000,321,800,5,6,JAKSEL
4500000000,972,350,4,3,JAKSEL
1530000000,78,107,3,3,JAKSEL
3500000000,169,215,4,4,JAKSEL
1100000000,65,100,3,3,JAKSEL
3700000000,540,350,4,2,JAKSEL
16000000000,488,550,6,5,JAKSEL
4500000000,209,270,4,4,JAKSEL
29000000000,692,400,4,3,JAKSEL
1700000000,102,140,4,3,JAKSEL
1250000000,63,110,3,3,JAKSEL
